BillID,Type,Title,Status,Summary,Category_Label
118-hjres1,hjres,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,Referred to the House Committee on the Judiciary., <p>This joint resolution proposes a constitutional amendment requiring the Supreme Court to consist of nine Justices&#8212;one Chief Justice and eight Associate Justices. </p>,1
118-hr216,hr,"My Child, My Choice Act of 2023",Referred to the House Committee on Education and the Workforce.," <p><strong>My Child, My Choice Act of </strong><b>2023</b></p> <p>This bill prohibits an elementary school from receiving federal education funds unless a teacher requests written parental consent prior to teaching a lesson specifically related to gender identity, sexual orientation, or transgender studies.</p> <p>In particular, the bill requires a teacher to request written consent from the parent of each student enrolled in the class prior to teaching the lesson. If a parent does not submit written consent to the lesson, then the school must provide the student with an alternative period of learning or study hall. Further, the teacher may not teach the lesson if the principal does not receive written consent from the parents of at least 50% of the students enrolled in the class.</p>",0
118-hr166,hr,Fair Lending for All Act,Referred to the House Committee on Financial Services.," <p><b>Fair Lending for All Act </b></p> <p>This bill modifies provisions related to prohibited credit discrimination. </p> <p>The bill adds sexual orientation, gender identity, and an applicant's location based on zip code or census tract as classes protected against discrimination with respect to credit transactions. (Currently, discrimination is prohibited on the basis of race, color, religion, national origin, sex, marital status, age, or because an applicant receives public assistance.) </p> <p>The bill establishes criminal penalties for violations of prohibited credit discrimination.</p> <p> The Consumer Financial Protection Bureau is required to review loan applications for compliance with specified consumer laws and to establish an Office of Fair Lending Testing.</p> </p>",2
118-hr157,hr,CLEAN Elections Act,"Referred to the Committee on House Administration, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><strong>Citizen Legislature Anti-Corruption Reform of Elections Act or the CLEAN Elections Act</strong></p> <p>This bill establishes requirements for nonpartisan redistricting and open primary elections.</p> <p>States must (1) conduct congressional redistricting using a plan developed by a nonpartisan independent redistricting commission, beginning with the 2020 census; and (2) hold open primaries for federal elections.</p> <p>A state may not use federal funds provided for election administration purposes unless it certifies to the Election Assistance Commission that it (1) conducts redistricting for its state legislative districts using a plan developed by a nonpartisan independent redistricting commission, and (2) holds open primaries for elections for state and local office.</p>",0
118-hr156,hr,Restoring Faith in Elections Act,"Referred to the Committee on House Administration, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><strong>Restoring Faith in Elections Act</strong></p> <p>This bill establishes certain standards for voting, including voting by mail, in federal elections. It also establishes certain requirements for voter registration and maintenance of official lists of eligible voters.</p> <p>First, the bill establishes certain requirements for voting by mail in federal elections, including by requiring mail-in ballots to be received by the time the polls close on election day.</p> <p>Additionally, the bill makes it unlawful to possess or return a mail-in ballot completed by another person (commonly referred to as ballot harvesting), with exceptions. A violator is subject to criminal penalties&#8212;a fine, a prison term of up to one year, or both.</p> <p>Further, the bill establishes certain requirements for reporting results of federal elections, including by requiring states to count all eligible ballots within 24 hours after the election.</p> <p>Next, the bill provides for the automatic registration of eligible voters. The Election Assistance Commission must make grants to states to implement these automatic voter registration programs.</p> <p>It also requires states and jurisdictions to use standards that apply equally to all methods of voting used in federal elections, including standards related to signature verification.</p> <p>Finally, the bill establishes the National Deconfliction Voting Database and Clearinghouse to serve as a database and clearinghouse for voter registration records and lists of eligible voters. Additionally, each state must certify that it has removed ineligible voters from the official list of eligible voters prior to the federal election.</p>",0
118-hr126,hr,Students Voicing Opinions in Today’s Elections (VOTE) Act,Referred to the House Committee on House Administration.," <p><strong>Students Voicing Opinions in Today's Elections (VOTE) Act</strong></p> <p>This bill directs the Election Assistance Commission to carry out a pilot program providing funds, during FY2023, to local educational agencies (LEAs) for initiatives that provide 12th graders with voter registration information.</p> <p>LEAs must consult with their state and local election officials in developing the initiatives.</p>",0
118-hr123,hr,Alternative Data for Additional Credit FHA Pilot Program Reauthorization Act,Referred to the House Committee on Financial Services.," <p><b>Alternative Data for Additional Credit FHA Pilot Program Reauthorization Act </b></p> <p>This bill establishes a pilot program for an additional credit rating system for use by mortgage lenders. Specifically, the program must utilize one or more commercially available credit scoring models that apply additional credit information about borrowers who have insufficient credit histories for purposes of determining their creditworthiness for mortgages insured by the Federal Housing Administration. </p>",0
118-hjres3,hjres,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,Referred to the House Committee on the Judiciary., <p>This joint resolution proposes a constitutional amendment limiting Representatives to six terms and Senators to two terms. Terms beginning before the ratification of this amendment do not count towards these term limits.</p>,4
118-hr65,hr,Ending Common Core and Expanding School Choice Act,Referred to the House Committee on Education and the Workforce.," <p><b>Ending Common Core and Expanding School Choice Act</b></p> <p>This bill&nbsp;revises requirements&nbsp;related to federal&nbsp;education funding for disadvantaged children. Specifically, the bill (1)&nbsp;eliminates the standards, assessments, and academic accountability requirements for state and local educational agencies that receive federal funds for the education of disadvantaged children; (2) requires such funds to be allocated based on the number of children residing in each state who are living in poverty; and (3) allows educational agencies to distribute per-pupil amounts from such funds to parents for qualified elementary and secondary education expenses.</p> <p>The bill prohibits federal officers or employees from mandating academic standards, assessments, curricula, or accountability systems.</p>",0
118-hr66,hr,Native American Education Opportunity Act,Referred to the House Committee on Education and the Workforce.," <p><strong>Native American Education Opportunity Act</strong></p> <p>This bill addresses education savings account programs and charter schools for tribal students. </p> <p>Specifically, the bill requires the Department of Education and the Department of the Interior, at the request of federally recognized Indian tribes, to&nbsp;provide funds to tribes for tribal-based education savings account programs. Tribes must use these funds to award grants to education savings accounts for students who (1)&nbsp;attended or will be eligible to attend a school operated by the Bureau of Indian Education (BIE); or (2) will not be attending a school operated by the BIE, receiving an education savings account from another tribe, or attending public elementary or secondary school while participating in the program.</p> <p>Funds may be used for items and activities such as costs of attendance at private schools, private tutoring and online learning programs, textbooks, educational software, or examination fees. </p> <p>The Government Accountability Office must review the implementation of these education savings account programs, including any factors impacting increased participation in such programs.</p> <p>Additionally, the bill authorizes the BIE to approve and fund charter schools at any school that it operates or funds.</p>",0
118-hr68,hr,Housing Fairness Act of 2023,Referred to the House Committee on Financial Services.," <p><b>Veterans, Women, Families with Children, Race, and Persons with Disabilities Housing Fairness Act of 2023 or the Housing Fairness Act of 2023</b></p> <p>This bill expands efforts to detect and address housing discrimination.</p> <p>Specifically, the Department of Housing and Urban Development (HUD) must conduct a nationwide testing program to (1) detect and document differences in the treatment of prospective renters, homebuyers, or mortgage borrowers; (2) measure patterns of adverse treatment because of the race, color, religion, sex, familial status, disability status, or national origin of a renter, homebuyer, or borrower; and (3) measure the prevalence of such discriminatory practices across housing and mortgage lending markets.</p> <p>The bill also reauthorizes through FY2027 the Fair Housing Initiatives Program, which supports organizations that provide direct assistance to individuals who have been victims of housing discrimination.</p> Additionally, HUD must implement a grant program to assist public and private nonprofit organizations in (1) conducting comprehensive studies on the causes or effects of housing discrimination and segregation, and (2) implementing pilot projects that test solutions to help prevent or alleviate housing discrimination and segregation.",0
118-hr70,hr,Freedom for Farmers Act of 2023,Referred to the House Committee on Energy and Commerce.," <p><b>Freedom for Farmers Act of </b><b>2023</b></p> <p>This bill abolishes the Agency for Toxic Substances and Disease Registry. This agency, which is part of the Department of Health and Human Services (HHS), investigates and responds to environmental exposures to hazardous substances in communities. HHS must transfer authority regarding certain national disease and toxic exposure registries to another appropriate HHS entity.</p>",0
118-hr71,hr,Medical Innovation Acceleration Act of 2023,Referred to the House Committee on Energy and Commerce.," <p><b>Medical Innovation Acceleration Act of 2023</b></p> <p>This bill exempts noninvasive diagnostic devices from the regulatory authority of the Food and Drug Administration. </p> <p>The bill defines <i>noninvasive diagnostic device</i> as one that does not penetrate the skin or any other membrane of the body, is not inserted or implanted into the body, causes no more than ephemeral compression or temperature changes to in situ bodily tissues, and does not subject bodily tissues to ionizing radiation.</p>",2
118-hr78,hr,Let Lenders Lend Act,Referred to the House Committee on Financial Services.," <p><strong>Let Lenders Lend Act</strong></p> <p>This bill nullifies the final rule issued by the Consumer Financial Protection Bureau titled <i>Home Mortgage Disclosure (Regulation C)</i> and published on October 28, 2015. (The rule expands the scope of information that financial institutions must disclose regarding home mortgages.)</p>",2
118-hr83,hr,To repeal the National Voter Registration Act of 1993.,Referred to the House Committee on House Administration.," <p>This bill repeals the National Voter Registration Act of 1993. The act established certain voter registration requirements for federal elections, such as the requirement for states to allow individuals to register to vote when they apply for a driver's license. </p>",0
118-hr84,hr,Buzz Off Act,Referred to the House Committee on the Judiciary.," <p><b>Buzz Off Act</b></p> <p>This bill prohibits federal law enforcement from using unmanned aerial vehicles to intentionally conduct surveillance of a specifically targeted U.S. citizen or the property of such an individual, with certain exceptions.</p> <p>Specifically, this prohibition shall not apply if (1) the federal law enforcement agency in question first obtains a search warrant, (2) the Department of Homeland Security certifies that such surveillance is necessary to counter a high risk of a terrorist attack by a specified person or organization, or (3) the citizen gives written consent.<br> </p>",0
118-hr85,hr,"To amend title 28, United States Code, to provide that the United States district court for the District of Columbia shall have exclusive jurisdiction over actions arising under the immigration laws, and for other purposes.",Referred to the House Committee on the Judiciary.," <p>This bill grants exclusive jurisdiction to the U.S. District Court for the District of Columbia over (1) cases arising under immigration laws, or (2) claims by foreign nationals challenging an order of removal or another action authorized under the Immigration and Nationality Act. </p>",2
118-hr86,hr,Ending Catch and Release Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Ending Catch and Release Act of 2023</b></p> <p>This bill changes the treatment of certain non-U.S. nationals (<i>aliens</i> under federal law) without lawful immigration status, including by prohibiting the release of asylum seekers into the United States while their cases are pending.</p> <p>The Department of Homeland Security (DHS) may not (with some exceptions) release an individual who is not clearly entitled to admission into the United States while the individual's case is pending, even if the individual is an asylum seeker. DHS may instead detain the individual or return the individual to a neighboring country in certain situations.</p> <p>The bill also expands expedited removal from the United States (i.e., removal without further hearing or review) to include individuals present in the United States without being admitted, with certain exceptions. Under current law, individuals are subject to expedited removal if they lack proper documentation or obtained an immigration benefit through fraud; such individuals are still subject to expedited removal under the bill.</p> <p>The bill also modifies the standard for establishing a credible fear of persecution to avoid expedited removal. Generally, an asylum seeker may avoid expedited removal if an asylum officer finds such a credible fear. Under this bill, an officer may find credible fear if it is more likely than not the individual can establish their eligibility for asylum, whereas under current law, the officer may find credible fear if there is a <i>significant possibility</i> that the individual can establish their eligibility. </p>",2
118-hr87,hr,Grant’s Law,Referred to the House Committee on the Judiciary.," <p><b>Grant's Law</b></p> <p>This bill requires the Department of Justice to detain any alien found to be unlawfully present in the United States and arrested for various crimes that would render the alien deportable or inadmissible. </p> <p> The Department of Homeland Security (DHS) may release the alien to an appropriate authority for proceedings related to the arrest, but DHS must resume custody for any period that the alien is not in such authority's custody. </p> <p>If the alien is not convicted of crimes for which the alien was arrested, DHS must continue to detain the alien until removal proceedings are completed. DHS must complete such removal proceedings within 90 days.</p>",2
118-hr88,hr,Judicial Administration and Improvement Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Judicial Administration and Improvement Act of 2023 </b></p> <p>This bill divides the U.S. Court of Appeals for the Ninth Circuit into two judicial circuits: (1) the Ninth Circuit, and (2) a new Twelfth Circuit.</p> <p>The Ninth Circuit is composed of California, Guam, Hawaii, Oregon, Washington, and Northern Mariana Islands. The new Twelfth Circuit is composed of Alaska, Arizona, Idaho, Montana, and Nevada.</p>",1
118-hr89,hr,Injunctive Authority Clarification Act of 2023,Referred to the House Committee on the Judiciary.," <p><b>Injunctive Authority Clarification Act of 2023 </b></p> <p>This bill prohibits federal courts from issuing injunctive orders that bar enforcement of a federal law or policy against a nonparty, unless the nonparty is represented by a party in a class action lawsuit.</p>",0
118-hr90,hr,Voter Integrity Protection Act,Referred to the House Committee on the Judiciary.," <p><b>Voter Integrity Protection Act</b></p> <p>This bill imposes additional immigration-related penalties for non-U.S. nationals (<i>aliens</i> under federal law) who vote in an election for federal office.</p> <p> It shall be an aggravated felony for a non-U.S. national who is unlawfully present to violate an existing prohibition against a non-U.S. national voting in a federal election. (An aggravated felony conviction carries various immigration consequences, such as rendering the non-U.S. national inadmissible, deportable, and barred from establishing good moral character for naturalization.)</p> <p>A non-U.S. national who is unlawfully present and who knowingly violates the prohibition against voting in a federal election shall be deportable.</p>",0
118-hr91,hr,"One Bill, One Subject Transparency Act",Referred to the House Committee on the Judiciary.," <p><b>One Bill, One Subject Transparency Act</b></p> <p>This bill requires each bill or joint resolution to include no more than one subject and the subject to be clearly and descriptively expressed in the measure's title.</p> <p>An appropriations bill may not contain any general legislation or change to existing law that is not germane to the subject of such bill.</p> <p>The bill voids measures or provisions noncompliant with these requirements, including appropriation provisions outside the relevant subcommittee's jurisdiction. Additionally, a person (individual or entity) who is aggrieved by the enforcement, or the attempted enforcement, of a law that passed without complying with this bill's requirements may sue the United States for appropriate relief.</p>",1
118-hr92,hr,State Immigration Enforcement Act,Referred to the House Committee on the Judiciary., <p><b>State Immigration Enforcement Act</b></p> <p>This bill authorizes state and local governments to enact and enforce laws that penalize conduct prohibited under federal immigration law. Such state and local laws may only impose civil and criminal penalties that do not exceed the penalties imposed by federal law.</p> <p>The bill also revokes a federal law that preempts (blocks) state and local laws that impose civil or criminal penalties for employing non-U.S. nationals who are not authorized to work in the United States.</p>,0
118-hr106,hr,Abortion Is Not Health Care Act of 2023,Referred to the House Committee on Ways and Means., <p><b>Abortion Is Not Health Care Act of 2023</b></p> <p>This bill prohibits a tax deduction for medical expenses paid for an abortion.</p>,2
118-hr107,hr,Freedom for Families Act,Referred to the House Committee on Ways and Means.," <p><b>Freedom for Families Act</b></p> <p>This bill modifies requirements for health savings accounts (HSAs) to (1) exclude from gross income HSA distributions paid or distributed during a period of qualified caregiving, (2) allow participation in an HSA without enrollment in a high deductible health plan, and (3) increase the contribution limit for HSAs.</p>",2
118-hr111,hr,Budget Process Enhancement Act,"Referred to the Committee on the Budget, and in addition to the Committees on House Administration, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.", <p><strong>Budget Process Enhancement Act</strong></p> <p>This bill modifies the federal budget process to withhold the salaries of Members of Congress and cancel the salaries of certain employees of the Office of Management and Budget when certain budget process requirements are not met.</p> <p>The bill also changes the assumptions that the Congressional Budget Office uses to calculate its baseline for discretionary spending to eliminate certain adjustments for inflation and other factors. (A baseline is a projection of federal spending and receipts during a fiscal year under current law.) </p>,2
118-hr113,hr,No Free Rent for Freeloaders Act of 2023,"Referred to the Committee on Financial Services, and in addition to the Committee on Appropriations, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."," <p><b>No Free Rent for Freeloaders Act of 2023</b></p> <p>This bill directs the Department of Housing and Urban Development (HUD), on an annual basis, to</p> <ul> <li>monitor the extent of noncompliance of public-housing&nbsp;tenants with certain community service and economic self-sufficiency requirements, </li> <li>determine the aggregate amount provided in federal subsidies for all public-housing dwelling units that were occupied by noncompliant tenants, and </li> <li>publish this amount in the Federal Register. </li></ul> <p>In each fiscal year, the amount as determined and published for the preceding fiscal year must be rescinded from funds made available for HUD's&nbsp;Management and Administration account.</p>",0
118-hr176,hr,To amend the Internal Revenue Code of 1986 to establish a deduction for attorney fees awarded with respect to certain wildfire damages and to exclude from gross income settlement funds received with respect to such damages.,Sponsor introductory remarks on measure. (CR H120)," <p>This bill allows a deduction from gross income (above the line deduction) for attorney fees and court costs awarded with respect to a qualifying wildfire disaster (i.e., any forest or range fire that is a federally declared disaster, occurs in a disaster area, and occurs in 2015 or later). </p> <p>The bill excludes from the gross income of a taxpayer, for income tax purposes, amounts paid to compensate victims for losses or damages in connection with a qualifying wildfire disaster.</p>",2
118-hres11,hres,Establishing the Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party.,Motion to reconsider laid on the table Agreed to without objection.," <p>This resolution establishes in the House of Representatives the Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party, which is comprised of not more than 16 Members appointed by the Speaker (7 of whom shall be appointed in consultation with the minority leader).</p> <p>The resolution authorizes the committee to investigate and submit policy recommendations concerning the status of the economic, technological, and security progress of the Chinese Communist Party and its competition with the United States.</p>",3
118-hr145,hr,RUSH WAS RIGHT Act of 2023,Referred to the Subcommittee on Communications and Technology., <p><b>Reassuring that the United States Has Wide And Scrupulous Rhetorical Insight to Garnish Honest Thought Act of 2023 or the RUSH WAS RIGHT Act of 2023</b></p> <p>This bill prohibits the Federal Communications Commission from reinstating in any manner the requirement that broadcasters present opposing viewpoints on controversial issues of public importance (commonly known as the Fairness Doctrine).</p>,0
118-hr167,hr,Patient Access to Urgent-Use Pharmacy Compounding Act of 2023,Referred to the Subcommittee on Health.," <p><strong>Patient Access to Urgent-Use Pharmacy Compounding Act of 2023 </strong></p> <p>This bill relaxes certain requirements for compounding drugs that are facing shortages. </p> <p>Drug compounding is the process of mixing or otherwise altering drugs to create a medication. Currently, the Food and Drug Administration (FDA) allows for drug compounding subject to certain requirements. Generally, a licensed pharmacist or physician not registered with the FDA may only compound drugs in limited quantities for prescriptions for a specific individual patient. On the other hand, an FDA-registered outsourcing facility may compound drugs in bulk for use in medical facilities but is subject to additional requirements.</p> <p>This bill allows a compounder not registered with the FDA to compound drugs in limited quantities for an urgent medical need not involving a specific patient if, among other requirements (1) the prescriber certifies that the prescriber is unable, despite reasonable attempts, to obtain certain related drugs with the same active ingredient and route of administration; (2) the compounded drug meets certain labeling requirements, including an indication that the compounded drug is provided only for urgent administration to a patient; and (3) the compounder requests and maintains certain records about patients receiving the compounded drug.</p> <p>Furthermore, a restriction against an unregistered compounder regularly compounding (or compounding inordinate amounts of) what is essentially a copy of a commercially available drug shall not apply if the drug is on a shortage list maintained by the FDA or the American Society of Hospital Pharmacists.</p>",2
118-hr217,hr,Country of Origin Labeling Requirement Act,"Referred to the Subcommittee on Innovation, Data, and Commerce.", <p><b>Country of Origin Labeling Requirement Act</b><br> <br> This bill requires retail sellers of products online to conspicuously disclose the country of origin of the products. <br> <br> This requirement does not apply to individuals selling products through third-party websites or mobile applications.</p> <p>The Federal Trade Commission must enforce violations of this requirement as unfair or deceptive trade practices.</p>,0
118-hr171,hr,HALT Fentanyl Act,Referred to the Subcommittee on Health.," <p><strong>Halt All Lethal Trafficking of Fentanyl Act or the HALT Fentanyl Act</strong></p> <p>This bill places fentanyl-related substances as a class into schedule I of the Controlled Substances Act. A schedule I controlled substance is a drug, substance, or chemical that has a high potential for abuse; has no currently accepted medical value; and is subject to regulatory controls and administrative, civil, and criminal penalties under the Controlled Substances Act.</p> <p>Additionally, the bill establishes a new, alternative registration process for schedule I research that is funded by the Department of Health and Human Services or the Department of Veterans Affairs or that is conducted under an investigative new drug exemption from the Food and Drug Administration.</p> <p>The bill also makes several other changes to registration requirements for conducting research with controlled substances, including</p> <ul> <li>permitting a single registration for related research sites in certain circumstances, </li> <li>waiving the requirement for a new inspection in certain situations, and </li> <li>allowing a registered researcher to perform certain manufacturing activities with small quantities of a substance without obtaining a manufacturing registration. </li> </ul>",0
118-hres7,hres,"Recognizing the importance of access to comprehensive, high-quality, life-affirming medical care for women of all ages.",Referred to the Subcommittee on Health.," <p>This resolution expresses support for women nationwide to have access to comprehensive, convenient, compassionate, life-affirming, and high-quality health care.</p>",1
118-hr128,hr,Defund Planned Parenthood Act of 2023,Referred to the Subcommittee on Health.," <p><b>Defund Planned Parenthood Act of </b><b>2023</b></p> <p>This bill restricts federal funding for Planned Parenthood Federation of America Inc. or any of its affiliates or clinics for one year.</p> <p>Specifically, it prohibits funding those entities unless they certify that the affiliates and clinics will not perform, and will not provide funds to entities that perform, abortions during that year. If the certification requirement is not met, the Department of Health and Human Services and the Department of Agriculture must recoup any federal assistance received by those entities.</p> <p>However, the bill's funding restriction does not apply to abortions performed in cases of rape or incest or when necessary to resolve a physical condition that endangers a woman's life.</p> <p>The bill also provides additional funding for community health centers for the one-year period. These funds are subject to the same abortion-related restrictions and exceptions.</p>",0
118-hr165,hr,New Source Review Permitting Improvement Act,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials."," <p><b>New Source Review Permitting Improvement Act</b> </p> <p>This bill modifies terminology for purposes of the New Source Review (NSR) permitting program of the Environmental Protection Agency (EPA).</p> <p>In order for a change to a stationary source to be a <i>modification</i> (a change to a stationary source that increases the air pollutant emissions or results in new pollutants) for purposes of the NSR permitting program, the maximum hourly emission rate achievable by such source must be higher than the maximum hourly rate achievable by such source during any hour in the 10-year period preceding the change.</p> <p>A change at a stationary source is not considered to be a <i>modification</i> under the bill if it is designed to (1) reduce the amount of any air pollutant emitted; or (2) restore, maintain, or improve the reliability of operations at, or safety of, the source. However, such changes are not excepted if the EPA determines the increase in the maximum achievable hourly emission rate from such change would cause an adverse effect on human health or the environment.</p> <p><i>Construction</i>, in connection with a major emitting facility (a type of stationary source), does not include a change at such a facility that does not result in a significant emissions increase or a significant net emissions increase.</p> <p>In relation to major emitting facilities in nonattainment areas, the terms <i>modifications </i>and <i>modified</i> do not include changes at such facilities that do not result in a significant emissions increase or a significant net emissions increase.</p>",2
118-hr170,hr,Domestic SUPPLY Act of 2023,Referred to the Subcommittee on Health.," <p><strong>Domestic Security Using Production Partnerships and Lessons from Yesterday Act of 2023 or the Domestic SUPPLY Act of 2023</strong></p> <p>This bill establishes a program and sets out other requirements to promote domestic manufacturing of personal protective equipment (PPE) for infectious diseases and other public health emergencies.</p> <p>The Department of Health and Human Services (HHS) must establish a program to enter into purchasing agreements for PPE produced domestically by manufacturers that are majority-owned and -operated by U.S. citizens. HHS must coordinate with the Department of Defense and the Department of Homeland Security on this program.</p> <p>In addition, the federal government must only procure, subject to limited exceptions, PPE that is produced domestically to prevent the transmission of an infectious disease. If using federal funds, states or localities must also procure PPE domestically.</p> <p>Further, the bill requires HHS to consult with the Occupational Safety and Health Administration on a report about changes to federal requirements for PPE during the COVID-19 pandemic and the impact of those changes on health care workers who cared for patients in 2020 and 2021.</p>",0
118-hr180,hr,To promote accountability and transparency in future executive orders.,"Referred to the Subcommittee on Energy, Climate and Grid Security.", <p>This bill requires the President to notify Congress and the public before issuing executive orders relating to energy policy.</p>,4
118-hr206,hr,Healthy Technology Act of 2023,Referred to the Subcommittee on Health.," <p><strong>Healthy Technology Act of 2023 </strong></p> <p>This bill establishes that artificial intelligence (AI) or machine learning technology may be eligible to prescribe drugs.</p> <p>Currently, certain drugs may be dispensed only upon a prescription provided by a practitioner licensed by law to administer the drug. Under this bill, an AI or machine learning technology may qualify as such a prescribing practitioner if the technology is (1) authorized by state law to prescribe the drug involved; and (2) approved, cleared, or authorized under certain federal provisions pertaining to medical devices and products.</p>",2
118-hr222,hr,No Oil for CCP Act,"Referred to the Subcommittee on Energy, Climate and Grid Security."," <p><b>No Oil for CCP Act</b></p> <p>This bill bans exports of crude oil from the Strategic Petroleum Reserve (SPR) to China, North Korea, Iran, and other specified recipients. Specifically, the bill directs the Department of Energy to require as a condition of any sale of crude oil from the SPR that (1) the oil not be exported to such countries; and (2) the recipient of the oil is not under the ownership, control, or influence of the Chinese Communist Party.</p>",0
118-hr223,hr,Adoption Information Act,Referred to the Subcommittee on Health., <p><b>Adoption Information Act</b></p> <p>This bill requires federally funded family planning programs to provide each person who inquires about their services with specified information about adoption centers in their state. The Department of Health and Human Services must provide the programs with pamphlets containing the required information.</p>,0
118-hr229,hr,World Deserves To Know Act,Referred to the Subcommittee on Health.," <p><strong>World Deserves To Know Act</strong></p> <p>This bill requires sanctions on certain members of the Chinese Communist Party (CCP) and officials of Chinese health agencies. It also addresses related issues.</p> <p>The President must impose visa- and property-blocking sanctions on any foreign person who is a CCP official and who is knowingly responsible for or complicit in (1) the disappearances of whistleblowers and citizen journalists in China relating to COVID-19, or (2) limiting free speech and academic freedom in China relating to COVID-19. </p> <p>The President must also impose such sanctions on specified individuals who have leadership positions in China's Center for Disease Control and Prevention and China's National Health Commission (NHC).</p> <p>The authority to impose such sanctions shall end when the President certifies to Congress that an independent and unimpeded investigation into the potential origin of COVID-19 from the Wuhan Institute of Virology has taken place.</p> <p>The bill also bars federal funds and certain federal student assistance from going to institutions of higher education that enter into a contract with any element or China-based affiliate of the NHC.</p> <p>Federal funding to the National Academy of Sciences may not be used to enter into a contract with any element or China-based affiliate of the NHC.</p> <p>The Government Accountability Office must report to Congress a review of all funds that the National Institutes of Health have made available to the NHC since FY2010. This report must also be publicly available.</p>",0
118-hr124,hr,Byron Nash Renal Medullary Carcinoma Awareness Act of 2023,Referred to the Subcommittee on Health., <p><strong>Byron Nash Renal Medullary Carcinoma Awareness Act of </strong><b>2023</b></p> <p>This bill allows states to receive federal payment under Medicaid for 50% of their costs for providing education on the risk of renal medullary carcinoma to individuals with sickle cell disease. (Renal medullary carcinoma is a rare kidney disease usually found in individuals with the sickle cell trait.) </p>,0
118-hr120,hr,Improving Science in Chemical Assessments Act,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials."," <p><b>Improving Science in Chemical Assessments Act</b></p> <p>This bill modifies procedures related to specified chemical assessments performed by the Environmental Protection Agency (EPA). Specifically, chemical hazard identification and dose response assessments must be performed by the appropriate EPA program office (they are currently performed by the Integrated Risk Information System program).</p> <p>Additionally, the bill requires the EPA to establish a steering committee to ensure there is no duplication of effort by relevant program offices in conducting covered assessments.</p>",0
118-hconres3,hconres,"Expressing the sense of Congress condemning the recent attacks on pro-life facilities, groups, and churches.",Received in the Senate and referred to the Committee on the Judiciary.," <p>This concurrent resolution condemns recent attacks on pro-life facilities, groups, and churches and calls on the current presidential administration to use appropriate law enforcement authorities to support their safety.</p>",1
118-hconres1,hconres,Regarding consent to assemble outside the seat of government.,Received in the Senate., <p>This concurrent resolution authorizes the Speaker of the House and the Majority Leader of the Senate to assemble the House and the Senate outside the District of Columbia whenever the public interest warrants it.</p>,3
118-hr175,hr,Heartbeat Protection Act of 2023,Sponsor introductory remarks on measure. (CR H271-272)," <p><b>Heartbeat Protection Act of 2023</b></p> <p>This bill makes it a crime for a physician to knowingly perform an abortion (1) without determining whether the unborn child has a detectable heartbeat, (2) without informing the mother of the results, or (3) after determining that a unborn child has a detectable heartbeat.</p> <p>A physician who performs a prohibited abortion is subject to criminal penalties&#8212;a fine, up to five years in prison, or both.</p> <p>The bill provides an exception for an abortion that is necessary to save the life of a mother whose life is endangered by a physical (but not psychological or emotional) disorder, illness, or condition. It also provides exceptions for certain pregnancies that are the result of rape or incest. A physician who performs or attempts to perform an abortion under an exception must comply with specified requirements. </p> <p>A woman who undergoes a prohibited abortion may not be prosecuted for violating or conspiring to violate the provisions of this bill.</p>",2
118-hr159,hr,Chance to Compete Act of 2023,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.," <p><b>Chance to Compete Act of 2023</b></p> <p>This bill modifies examination requirements and other components of the federal hiring process for positions in the competitive service.</p> <p>Specifically, the bill provides that a qualifying examination includes a r&eacute;sum&eacute; review that is conducted by a subject matter expert. Additionally, beginning two years after the bill's enactment, the bill prohibits examinations from consisting solely of a self-assessment from an automated examination, a r&eacute;sum&eacute; review that is not conducted by a subject matter expert, or any other method of assessing an applicant's experience or education; an agency may waive these requirements when necessary but must report any such waivers and may not use waivers to fill more than 10% of agency positions.</p> <p>Agencies may use subject matter experts to develop position-specific technical assessments that allow applicants to demonstrate job-related skills, abilities, and knowledge; assessments may include structured interviews, work-related exercises, procedures to measure career-related qualifications and interests, or other similar assessments. The bill also allows agencies to establish talent teams to support and improve hiring practices.</p> <p>The Office of Personnel Management (OPM) must create online platforms through which agencies may share and customize technical assessments and share the r&eacute;sum&eacute;s of qualifying applicants. The OPM must also create online platforms with information about (1) the types of assessments used and hiring outcomes, (2) educational requirements for certain positions and related justifications, and (3) authorities and programs that support agency recruitment and retention.</p>",0
