lastName,firstName,UID,state,party,district
Beatty,Joyce,B001281,Ohio,Democratic,3
Jeffries,Hakeem,J000294,New York,Democratic,8
Meng,Grace,M001188,New York,Democratic,6
Brownley,Julia,B001285,California,Democratic,26
Huffman,Jared,H001068,California,Democratic,2
DelBene,Suzan,D000617,Washington,Democratic,1
Massie,Thomas,M001184,Kentucky,Republican,4
Bonamici,Suzanne,B001278,Oregon,Democratic,1
Amodei,Mark,A000369,Nevada,Republican,2
Wittman,Robert,W000804,Virginia,Republican,1
Griffith,H.,G000568,Virginia,Republican,9
DesJarlais,Scott,D000616,Tennessee,Republican,4
Fleischmann,Charles,F000459,Tennessee,Republican,3
Harris,Andy,H001052,Maryland,Republican,1
Keating,William,K000375,Massachusetts,Democratic,9
Scott,Austin,S001189,Georgia,Republican,8
Wilson,Frederica,W000808,Florida,Democratic,24
Womack,Steve,W000809,Arkansas,Republican,3
Sewell,Terri,S001185,Alabama,Democratic,7
Cohen,Steve,C001068,Tennessee,Democratic,9
Jordan,Jim,J000289,Ohio,Republican,4
Buchanan,Vern,B001260,Florida,Republican,16
Castor,Kathy,C001066,Florida,Democratic,14
Bilirakis,Gus,B001257,Florida,Republican,12
Quigley,Mike,Q000023,Illinois,Democratic,5
Titus,Dina,T000468,Nevada,Democratic,1
Pingree,Chellie,P000597,Maine,Democratic,1
Guthrie,Brett,G000558,Kentucky,Republican,2
Himes,James,H001047,Connecticut,Democratic,4
Scalise,Steve,S001176,Louisiana,Republican,1
Foster,Bill,F000454,Illinois,Democratic,11
Carson,André,C001072,Indiana,Democratic,7
McGovern,James,M000312,Massachusetts,Democratic,2
Neal,Richard,N000015,Massachusetts,Democratic,1
Moore,Gwen,M001160,Wisconsin,Democratic,4
Scott,David,S001157,Georgia,Democratic,13
Sánchez,Linda,S001156,California,Democratic,38
Lynch,Stephen,L000562,Massachusetts,Democratic,8
Simon,Lateefah,S001231,California,Democratic,12
Randall,Emily,R000621,Washington,Democratic,6
Rivas,Luz,R000620,California,Democratic,29
Liccardo,Sam,L000607,California,Democratic,16
Hamadeh,Abraham,H001098,Arizona,Republican,8
Gray,Adam,G000605,California,Democratic,13
Begich,Nicholas,B001323,Alaska,Republican,
Ansari,Yassamin,A000381,Arizona,Democratic,3
Smith,Adrian,S001172,Nebraska,Republican,3
Johnson,Henry,J000288,Georgia,Democratic,4
Courtney,Joe,C001069,Connecticut,Democratic,2
Pallone,Frank,P000034,New Jersey,Democratic,6
Simpson,Michael,S001148,Idaho,Republican,2
Schakowsky,Janice,S001145,Illinois,Democratic,9
Larson,John,L000557,Connecticut,Democratic,1
Smith,Adam,S000510,Washington,Democratic,9
DeGette,Diana,D000197,Colorado,Democratic,1
Davis,Danny,D000096,Illinois,Democratic,7
Aderholt,Robert,A000055,Alabama,Republican,4
Thompson,Bennie,T000193,Mississippi,Democratic,2
Smith,Christopher,S000522,New Jersey,Republican,4
Scott,Robert,S000185,Virginia,Democratic,3
Rogers,Harold,R000395,Kentucky,Republican,5
Bishop,Sanford,B000490,Georgia,Democratic,2
Lucas,Frank,L000491,Oklahoma,Republican,3
Cuellar,Henry,C001063,Texas,Democratic,28
McCaul,Michael,M001157,Texas,Republican,10
Foxx,Virginia,F000450,North Carolina,Republican,5
Cleaver,Emanuel,C001061,Missouri,Democratic,5
Carter,John,C001051,Texas,Republican,31
Cole,Tom,C001053,Oklahoma,Republican,4
Rogers,Mike,R000575,Alabama,Republican,3
Wilson,Joe,W000795,South Carolina,Republican,2
Larsen,Rick,L000560,Washington,Democratic,2
Graves,Sam,G000546,Missouri,Republican,6
McCollum,Betty,M001143,Minnesota,Democratic,4
Clyburn,James,C000537,South Carolina,Democratic,6
Kaptur,Marcy,K000009,Ohio,Democratic,9
Hoyer,Steny,H000874,Maryland,Democratic,5
Nolan,Richard,N000127,Minnesota,Democratic,8
Anthony,"Beryl,",A000213,Arkansas,Democratic,4
Waltz,Michael,W000823,Florida,Republican,6
Gallagher,Mike,G000579,Wisconsin,Republican,8
Gaetz,Matt,G000578,Florida,Republican,1
Johnson,Bill,J000292,Ohio,Republican,6
Higgins,Brian,H001038,New York,Democratic,26
Steiger,William,S000847,Wisconsin,Republican,6
Oakar,Mary,O000001,Ohio,Democratic,20
Burton,John,B001153,California,Democratic,5
Green,Mark,G000590,Tennessee,Republican,7
Cunningham,Randy,C000994,California,Republican,50
Castle,Michael,C000243,Delaware,Republican,
Clay,William,C000488,Missouri,Democratic,1
McCarthy,Carolyn,M000309,New York,Democratic,4
Williams,Pat,W000520,Montana,Democratic,
Farenthold,Blake,F000460,Texas,Republican,27
Nedzi,Lucien,N000019,Michigan,Democratic,14
Rangel,Charles,R000053,New York,Democratic,13
Connolly,Gerald,C001078,Virginia,Democratic,11
Bond,Christopher,B000611,Missouri,Republican,
McMillan,J.,M000566,North Carolina,Republican,9
Sweeney,David,S001101,Texas,Republican,14
Filner,Bob,F000116,California,Democratic,51
Cicilline,David,C001084,Rhode Island,Democratic,1
McCarthy,Kevin,M001165,California,Republican,20
LaFalce,John,L000556,New York,Democratic,29
Grijalva,Raúl,G000551,Arizona,Democratic,7
Watkins,Wes,W000194,Oklahoma,Republican,3
Johnston,J.,J000189,Louisiana,Democratic,
Love,Mia,L000584,Utah,Republican,4
Lowey,Nita,L000480,New York,Democratic,17
Simpson,Alan,S000429,Wyoming,Republican,
Diaz-Balart,Lincoln,D000299,Florida,Republican,21
Turner,Sylvester,T000489,Texas,Democratic,18
Byron,Beverly,B001220,Maryland,Democratic,6
Boren,David,B000639,Oklahoma,Democratic,
Tucker,James,T000400,Arkansas,Democratic,2
Good,Bob,G000595,Virginia,Republican,5
Menendez,Robert,M000639,New Jersey,Democratic,
Pascrell,Bill,P000096,New Jersey,Democratic,9
Armstrong,Kelly,A000377,North Dakota,Republican,
Rubio,Marco,R000595,Florida,Republican,
Vance,J.,V000137,Ohio,Republican,
MacKay,Buddy,M000023,Florida,Democratic,6
Williams,Brandon,W000828,New York,Republican,22
Wild,Susan,W000826,Pennsylvania,Democratic,7
Wexton,Jennifer,W000825,Virginia,Democratic,10
Wenstrup,Brad,W000815,Ohio,Republican,2
Trone,David,T000483,Maryland,Democratic,6
Spanberger,Abigail,S001209,Virginia,Democratic,7
Sablan,Gregorio,S001177,Northern Mariana Islands,Democratic,
Sarbanes,John,S001168,Maryland,Democratic,3
Steel,Michelle,S001135,California,Republican,45
Ruppersberger,C.,R000576,Maryland,Democratic,2
Rosendale,Matthew,R000103,Montana,Republican,2
Peltola,Mary,P000619,Alaska,Democratic,
Porter,Katie,P000618,California,Democratic,47
Phillips,Dean,P000616,Minnesota,Democratic,3
Pence,Greg,P000615,Indiana,Republican,6
Posey,Bill,P000599,Florida,Republican,8
Nickel,Wiley,N000194,North Carolina,Democratic,13
Napolitano,Grace,N000179,California,Democratic,31
Molinaro,Marcus,M001221,New York,Republican,19
Mooney,Alexander,M001195,West Virginia,Republican,2
McMorris Rodgers,Cathy,M001159,Washington,Republican,5
McHenry,Patrick,M001156,North Carolina,Republican,10
Manning,Kathy,M001135,North Carolina,Democratic,6
Lee Carter,Erica,L000605,Texas,Democratic,18
Lopez,Greg,L000604,Colorado,Republican,4
Lesko,Debbie,L000589,Arizona,Republican,8
Luetkemeyer,Blaine,L000569,Missouri,Republican,3
Lamborn,Doug,L000564,Colorado,Republican,5
Lee,Barbara,L000551,California,Democratic,12
LaTurner,Jake,L000266,Kansas,Republican,2
Kuster,Ann,K000382,New Hampshire,Democratic,2
Kilmer,Derek,K000381,Washington,Democratic,6
Kildee,Daniel,K000380,Michigan,Democratic,8
Graves,Garret,G000577,Louisiana,Republican,6
Granger,Kay,G000377,Texas,Republican,12
Garcia,Mike,G000061,California,Republican,27
Ferguson,A.,F000465,Georgia,Republican,3
Eshoo,Anna,E000215,California,Democratic,16
Duarte,John,D000633,California,Republican,13
D'Esposito,Anthony,D000632,New York,Republican,4
Duncan,Jeff,D000615,South Carolina,Republican,3
Chavez-DeRemer,Lori,C001135,Oregon,Republican,5
Caraveo,Yadira,C001134,Colorado,Democratic,8
Cárdenas,Tony,C001097,California,Democratic,29
Cartwright,Matt,C001090,Pennsylvania,Democratic,8
Carl,Jerry,C001054,Alabama,Republican,1
Bishop,Dan,B001311,North Carolina,Republican,8
Bucshon,Larry,B001275,Indiana,Republican,8
Burgess,Michael,B001248,Texas,Republican,26
Bush,Cori,B001224,Missouri,Democratic,1
Bowman,Jamaal,B001223,New York,Democratic,16
Blumenauer,Earl,B000574,Oregon,Democratic,3
Allred,Colin,A000376,Texas,Democratic,32
Casey,Robert,C001070,Pennsylvania,Democratic,
Tester,Jon,T000464,Montana,Democratic,
Sinema,Kyrsten,S001191,Arizona,Independent,
Stabenow,Debbie,S000770,Michigan,Democratic,
Romney,Mitt,R000615,Utah,Republican,
Manchin,"Joe,",M001183,West Virginia,Independent,
Carper,Thomas,C000174,Delaware,Democratic,
Cardin,Benjamin,C000141,Maryland,Democratic,
Braun,Mike,B001310,Indiana,Republican,
Brown,Sherrod,B000944,Ohio,Democratic,
Helmy,George,H001097,New Jersey,Democratic,
Butler,Laphonza,B001320,California,Democratic,
Santos,George,S001222,New York,Republican,3
Jackson,Jeff,J000308,North Carolina,Democratic,14
González-Colón,Jenniffer,G000582,Puerto Rico,Republican,
Sasse,Ben,S001197,Nebraska,Republican,
Buck,Ken,B001297,Colorado,Republican,4
Stewart,Chris,S001192,Utah,Republican,2
Payne,Donald,P000604,New Jersey,Democratic,10
Feinstein,Dianne,F000062,California,Democratic,
Jackson Lee,Sheila,J000032,Texas,Democratic,18
Blackburn,Ben,B000506,Georgia,Republican,4
Keys,Martha,K000162,Kansas,Democratic,2
Spratt,John,S000749,South Carolina,Democratic,5
Leach,James,L000169,Iowa,Republican,2
Patterson,Jerry,P000121,California,Democratic,38
Ireland,Andrew,I000029,Florida,Republican,10
Hobson,David,H000666,Ohio,Republican,7
Johnson,Tim,J000177,South Dakota,Democratic,
Curson,David,C001089,Michigan,Democratic,11
Evans,Daniel,E000236,Washington,Republican,
Sasser,Jim,S000068,Tennessee,Democratic,
Carr,Bob,C000178,Michigan,Democratic,8
Nowak,Henry,N000163,New York,Democratic,33
Symms,Steven,S001138,Idaho,Republican,
Robinson,Tommy,R000354,Arkansas,Republican,2
Inhofe,James,I000024,Oklahoma,Republican,
Nethercutt,George,N000051,Washington,Republican,5
Hutchinson,John,H001013,West Virginia,Democratic,3
Cannon,Chris,C000116,Utah,Republican,3
McCloskey,Paul,M000343,California,Republican,12
Pryor,David,P000556,Arkansas,Democratic,
Murphy,Austin,M001088,Pennsylvania,Democratic,20
Graham,Bob,G000352,Florida,Democratic,
Gunter,Bill,G000528,Florida,Democratic,5
Brennan,Joseph,B000798,Maine,Democratic,1
Delahunt,Bill,D000210,Massachusetts,Democratic,10
Lieberman,Joseph,L000304,Connecticut,Independent Democrat,
Everett,Terry,E000268,Alabama,Republican,2
McEachin,A.,M001200,Virginia,Democratic,4
Carnahan,Jean,C001043,Missouri,Democratic,
Mottl,Ronald,M001044,Ohio,Democratic,23
Riggs,Frank,R000252,California,Republican,1
Johnson,Eddie,J000126,Texas,Democratic,30
Kohl,Herb,K000305,Wisconsin,Democratic,
Hayes,Philip,H000392,Indiana,Democratic,8
Klein,Herbert,K000262,New Jersey,Democratic,8
Johnson,James,J000148,Colorado,Republican,4
Bliley,Tom,B000556,Virginia,Republican,7
Waldon,Alton,W000038,New York,Democratic,6
Durenberger,Dave,D000566,Minnesota,Republican,
Clark,Dick,C000448,Iowa,Democratic,
Erdahl,Arlen,E000198,Minnesota,Republican,1
Weber,Ed,W000235,Ohio,Republican,9
Faircloth,Lauch,F000437,North Carolina,Republican,
Richardson,Bill,R000229,New Mexico,Democratic,3
Sundquist,Don,S001075,Tennessee,Republican,7
Quie,Albert,Q000010,Minnesota,Republican,1
Buckley,James,B001026,New York,Republican,
Weicker,Lowell,W000253,Connecticut,Republican,
Bonker,Don,B000620,Washington,Democratic,3
Sawyer,Tom,S000094,Ohio,Democratic,14
Berry,Marion,B000420,Arkansas,Democratic,1
Stenholm,Charles,S000851,Texas,Democratic,17
Shuster,Bud,S000394,Pennsylvania,Republican,9
Sarasin,Ronald,S000062,Connecticut,Republican,5
Bafalis,L.,B000029,Florida,Republican,10
Jenrette,John,J000099,South Carolina,Democratic,6
Schroeder,Patricia,S000142,Colorado,Democratic,1
Donnelly,Brian,D000416,Massachusetts,Democratic,11
Broyhill,James,B000966,North Carolina,Republican,
Olver,John,O000085,Massachusetts,Democratic,1
Abourezk,James,A000017,South Dakota,Democratic,
Newman,Marie,N000192,Illinois,Democratic,3
Meijer,Peter,M001186,Michigan,Republican,3
Kahele,Kaiali'i,K000396,Hawaii,Democratic,2
Jones,Mondaire,J000306,New York,Democratic,17
Herrell,Yvette,H001084,New Mexico,Republican,2
Cawthorn,Madison,C001104,North Carolina,Republican,11
Bourdeaux,Carolyn,B001312,Georgia,Democratic,7
Jacobs,Chris,J000020,New York,Republican,27
Keller,Fred,K000395,Pennsylvania,Republican,12
Luria,Elaine,L000591,Virginia,Democratic,2
Taylor,Van,T000479,Texas,Republican,3
Gonzalez,Anthony,G000588,Ohio,Republican,16
Malinowski,Tom,M001203,New Jersey,Democratic,7
Axne,Cynthia,A000378,Iowa,Democratic,3
San Nicolas,Michael,S001204,Guam,Democratic,
Lamb,Conor,L000588,Pennsylvania,Democratic,17
Cheney,Liz,C001109,Wyoming,Republican,
Brown,Anthony,B001304,Maryland,Democratic,4
Hollingsworth,Trey,H001074,Indiana,Republican,9
Demings,Val,D000627,Florida,Democratic,10
Murphy,Stephanie,M001202,Florida,Democratic,7
Lawson,"Al,",L000586,Florida,Democratic,5
O'Halleran,Tom,O000171,Arizona,Democratic,1
Katko,John,K000386,New York,Republican,24
Rice,Kathleen,R000602,New York,Democratic,4
Zeldin,Lee,Z000017,New York,Republican,1
Lawrence,Brenda,L000581,Michigan,Democratic,14
Hice,Jody,H001071,Georgia,Republican,10
Rice,Tom,R000597,South Carolina,Republican,7
Maloney,Sean,M001185,New York,Democratic,18
Walorski,Jackie,W000813,Indiana,Republican,2
Bustos,Cheri,B001286,Illinois,Democratic,17
Davis,Rodney,D000619,Illinois,Republican,13
Lowenthal,Alan,L000579,California,Democratic,47
Speier,Jackie,S001175,California,Democratic,14
Sires,Albio,S001165,New Jersey,Democratic,8
Reed,Tom,R000585,New York,Republican,23
Herrera Beutler,Jaime,H001056,Washington,Republican,3
Gibbs,Bob,G000563,Ohio,Republican,7
Palazzo,Steven,P000601,Mississippi,Republican,4
Long,Billy,L000576,Missouri,Republican,7
Hartzler,Vicky,H001053,Missouri,Republican,4
Kinzinger,Adam,K000378,Illinois,Republican,16
Bass,Karen,B001270,California,Democratic,37
Brooks,Mo,B001274,Alabama,Republican,5
Yarmuth,John,Y000062,Kentucky,Democratic,3
Perlmutter,Ed,P000593,Colorado,Democratic,7
McNerney,Jerry,M001166,California,Democratic,9
Schrader,Kurt,S001180,Oregon,Democratic,5
Kirkpatrick,Ann,K000368,Arizona,Democratic,2
Ravenel,"Arthur,",R000072,South Carolina,Republican,1
Price,David,P000523,North Carolina,Democratic,4
Portman,Rob,P000449,Ohio,Republican,
Toomey,Patrick,T000461,Pennsylvania,Republican,
Kind,Ron,K000188,Wisconsin,Democratic,3
Brady,Kevin,B000755,Texas,Republican,8
Blunt,Roy,B000575,Missouri,Republican,
Young,Don,Y000033,Alaska,Republican,
Upton,Fred,U000031,Michigan,Republican,6
Shumway,Norman,S000393,California,Republican,14
Shelby,Richard,S000320,Alabama,Republican,
Rush,Bobby,R000515,Illinois,Democratic,1
Roybal-Allard,Lucille,R000486,California,Democratic,40
Maloney,Carolyn,M000087,New York,Democratic,12
Leahy,Patrick,L000174,Vermont,Democratic,
Cotton,Norris,C000802,New Hampshire,Republican,
Cook,Marlow,C000721,Kentucky,Republican,
Gohmert,Louie,G000552,Texas,Republican,1
Butterfield,G.,B001251,North Carolina,Democratic,1
Ryan,Tim,R000577,Ohio,Democratic,13
Langevin,James,L000559,Rhode Island,Democratic,2
Cooper,Jim,C000754,Tennessee,Democratic,5
Chabot,Steve,C000266,Ohio,Republican,1
Burr,Richard,B001135,North Carolina,Republican,
Doyle,Michael,D000482,Pennsylvania,Democratic,18
DeFazio,Peter,D000191,Oregon,Democratic,4
Levitas,Elliott,L000265,Georgia,Democratic,4
Kolbe,Jim,K000306,Arizona,Republican,8
Hubbard,"Carroll,",H000878,Kentucky,Democratic,1
Hillis,Elwood,H000624,Indiana,Republican,5
Levin,Andy,L000592,Michigan,Democratic,9
Sempolinski,Joseph,S001219,New York,Republican,23
Flores,Mayra,F000473,Texas,Republican,34
Conway,Connie,C001128,California,Republican,22
Loeffler,Kelly,L000594,Georgia,Republican,
Wright,Ron,W000827,Texas,Republican,6
Delgado,Antonio,D000630,New York,Democratic,19
Haaland,Debra,H001080,New Mexico,Democratic,1
Hagedorn,Jim,H001088,Minnesota,Republican,1
Crist,Charlie,C001111,Florida,Democratic,13
Harris,Kamala,H001075,California,Democratic,
Vela,Filemon,V000132,Texas,Democratic,34
Deutch,Theodore,D000610,Florida,Democratic,22
Stivers,Steve,S001187,Ohio,Republican,15
Richmond,Cedric,R000588,Louisiana,Democratic,2
Fudge,Marcia,F000455,Ohio,Democratic,11
Fortenberry,Jeff,F000449,Nebraska,Republican,1
Nunes,Devin,N000181,California,Republican,22
Hastings,Alcee,H000324,Florida,Democratic,20
Hall,Kwanza,H001092,Georgia,Democratic,5
Goodling,George,G000290,Pennsylvania,Republican,19
Riggleman,Denver,R000611,Virginia,Republican,5
McAdams,Ben,M001209,Utah,Democratic,4
Cunningham,Joe,C001122,South Carolina,Democratic,1
Horn,Kendra,H001083,Oklahoma,Democratic,5
Brindisi,Anthony,B001308,New York,Democratic,22
Rose,Max,R000613,New York,Democratic,11
Torres Small,Xochitl,T000484,New Mexico,Democratic,2
Watkins,Steve,W000824,Kansas,Republican,2
Finkenauer,Abby,F000467,Iowa,Democratic,1
Shalala,Donna,S001206,Florida,Democratic,27
Mucarsel-Powell,Debbie,M001207,Florida,Democratic,26
Spano,Ross,S001210,Florida,Republican,15
Rouda,Harley,R000616,California,Democratic,48
Hill,Katie,H001087,California,Democratic,25
Cox,TJ,C001124,California,Democratic,21
Jones,Brenda,J000303,Michigan,Democratic,13
Jones,Doug,J000300,Alabama,Democratic,
Handel,Karen,H001078,Georgia,Republican,6
Gianforte,Greg,G000584,Montana,Republican,
Strange,Luther,S001202,Alabama,Republican,
Garrett,Thomas,G000580,Virginia,Republican,5
Taylor,Scott,T000477,Virginia,Republican,2
Faso,John,F000464,New York,Republican,19
Kihuen,Ruben,K000390,Nevada,Democratic,4
Lewis,Jason,L000587,Minnesota,Republican,2
Mitchell,Paul,M001201,Michigan,Independent,10
Rooney,Francis,R000607,Florida,Republican,19
Donovan,Daniel,D000625,New York,Republican,11
Perdue,David,P000612,Georgia,Republican,
Jenkins,Evan,J000297,West Virginia,Republican,3
Comstock,Barbara,C001105,Virginia,Republican,10
Hurd,Will,H001073,Texas,Republican,23
Ratcliffe,John,R000601,Texas,Republican,4
Costello,Ryan,C001106,Pennsylvania,Republican,6
Russell,Steve,R000604,Oklahoma,Republican,5
Hardy,Cresent,H001070,Nevada,Republican,4
MacArthur,Thomas,M001193,New Jersey,Republican,3
Ashford,Brad,A000373,Nebraska,Democratic,2
Walker,Mark,W000819,North Carolina,Republican,6
Trott,David,T000475,Michigan,Republican,11
Bishop,Mike,B001293,Michigan,Republican,8
Poliquin,Bruce,P000611,Maine,Republican,2
Abraham,Ralph,A000374,Louisiana,Republican,5
Young,David,Y000066,Iowa,Republican,3
Blum,Rod,B001294,Iowa,Republican,1
Takai,Mark,T000473,Hawaii,Democratic,1
Curbelo,Carlos,C001107,Florida,Republican,26
Graham,Gwen,G000575,Florida,Democratic,2
Walters,Mimi,W000820,California,Republican,45
Knight,Stephen,K000387,California,Republican,25
McSally,Martha,M001197,Arizona,Republican,
Brat,Dave,B001290,Virginia,Republican,7
Clawson,Curt,C001102,Florida,Republican,19
Jolly,David,J000296,Florida,Republican,13
Walsh,John,W000818,Montana,Democratic,
Byrne,Bradley,B001289,Alabama,Republican,1
McAllister,Vance,M001192,Louisiana,Republican,5
Chiesa,Jeff,C001100,New Jersey,Republican,
Kennedy,Joseph,K000379,Massachusetts,Democratic,4
Heck,Denny,H001064,Washington,Democratic,10
Gallego,Pete,G000572,Texas,Democratic,23
O'Rourke,Beto,O000170,Texas,Democratic,16
Rothfus,Keith,R000598,Pennsylvania,Republican,12
Bridenstine,Jim,B001283,Oklahoma,Republican,1
Collins,Chris,C001092,New York,Republican,27
Lujan Grisham,Michelle,L000580,New Mexico,Democratic,1
Holding,George,H001065,North Carolina,Republican,2
Meadows,Mark,M001187,North Carolina,Republican,11
Pittenger,Robert,P000606,North Carolina,Republican,9
Cowan,William,C001099,Massachusetts,Democratic,
Heitkamp,Heidi,H001069,North Dakota,Democratic,
Bentivolio,Kerry,B001280,Michigan,Republican,11
Delaney,John,D000620,Maryland,Democratic,6
Messer,Luke,M001189,Indiana,Republican,6
Brooks,Susan,B001284,Indiana,Republican,5
Enyart,William,E000292,Illinois,Democratic,12
Gabbard,Tulsi,G000571,Hawaii,Democratic,2
Collins,Doug,C001093,Georgia,Republican,9
Garcia,Joe,G000573,Florida,Democratic,26
Radel,Trey,R000596,Florida,Republican,19
Murphy,Patrick,M001191,Florida,Democratic,18
DeSantis,Ron,D000621,Florida,Republican,6
Yoho,Ted,Y000065,Florida,Republican,3
Esty,Elizabeth,E000293,Connecticut,Democratic,5
Negrete McLeod,Gloria,N000187,California,Democratic,35
Cook,Paul,C001094,California,Republican,8
Barber,Ron,B001279,Arizona,Democratic,2
Harman,Jane,H000213,California,Democratic,36
Kirk,Mark,K000360,Illinois,Republican,
Rehberg,Denny,R000571,Montana,Republican,
Obama,Barack,O000167,Illinois,Democratic,
Cazayoux,Donald,C001073,Louisiana,Democratic,6
Corker,Bob,C001071,Tennessee,Republican,
Jindal,Bobby,J000287,Louisiana,Republican,1
Webb,Jim,W000803,Virginia,Democratic,
McCaskill,Claire,M001170,Missouri,Democratic,
Sekula Gibbs,Shelley,S001166,Texas,Republican,22
Weiner,Anthony,W000792,New York,Democratic,9
Lee,Christopher,L000568,New York,Republican,26
Thurmond,Strom,T000254,South Carolina,Republican,
Ayotte,Kelly,A000368,New Hampshire,Republican,
Owens,William,O000169,New York,Democratic,21
Turner,Robert,T000471,New York,Republican,9
Hahn,Janice,H001063,California,Democratic,44
Goodwin,Carte,G000561,West Virginia,Democratic,
Graves,Tom,G000560,Georgia,Republican,14
Djou,Charles,D000611,Hawaii,Republican,1
Critz,Mark,C001081,Pennsylvania,Democratic,12
Murtha,John,M001120,Pennsylvania,Democratic,12
Brown,Scott,B001268,Massachusetts,Republican,
Wexler,Robert,W000314,Florida,Democratic,19
LeMieux,George,L000572,Florida,Republican,
Hochul,Kathleen,H001062,New York,Democratic,26
Martinez,Mel,M001162,Florida,Republican,
Franken,Al,F000457,Minnesota,Democratic,
Tauscher,Ellen,T000057,California,Democratic,10
McHugh,John,M000472,New York,Republican,23
Wu,David,W000793,Oregon,Democratic,1
Carson,Julia,C000191,Indiana,Democratic,7
Ribble,Reid,R000587,Wisconsin,Republican,8
Duffy,Sean,D000614,Wisconsin,Republican,7
Hurt,Robert,H001060,Virginia,Republican,5
Rigell,E.,R000589,Virginia,Republican,2
Canseco,Francisco,C001082,Texas,Republican,23
Flores,Bill,F000461,Texas,Republican,17
Fincher,Stephen,F000458,Tennessee,Republican,8
Black,Diane,B001273,Tennessee,Republican,6
Noem,Kristi,N000184,South Dakota,Republican,
Mulvaney,Mick,M001182,South Carolina,Republican,5
Gowdy,Trey,G000566,South Carolina,Republican,4
Barletta,Lou,B001269,Pennsylvania,Republican,11
Marino,Tom,M001179,Pennsylvania,Republican,12
Meehan,Patrick,M001181,Pennsylvania,Republican,7
Renacci,James,R000586,Ohio,Republican,16
Buerkle,Ann,B001276,New York,Republican,25
Hanna,Richard,H001051,New York,Republican,22
Gibson,Christopher,G000564,New York,Republican,19
Hayworth,Nan,H001054,New York,Republican,19
Grimm,Michael,G000569,New York,Republican,11
Heck,Joseph,H001055,Nevada,Republican,3
Runyan,Jon,R000594,New Jersey,Republican,3
Guinta,Frank,G000570,New Hampshire,Republican,1
Berg,Rick,B001272,North Dakota,Republican,
Ellmers,Renee,E000291,North Carolina,Republican,2
Nunnelee,Alan,N000186,Mississippi,Republican,1
Cravaack,Chip,C001086,Minnesota,Republican,8
Clarke,Hansen,C001085,Michigan,Democratic,13
Amash,Justin,A000367,Michigan,Libertarian,3
Benishek,Dan,B001271,Michigan,Republican,1
Landry,Jeffrey,L000574,Louisiana,Republican,3
Pompeo,Mike,P000602,Kansas,Republican,4
Yoder,Kevin,Y000063,Kansas,Republican,3
Huelskamp,Tim,H001057,Kansas,Republican,1
Rokita,Todd,R000592,Indiana,Republican,4
Schilling,Robert,S001182,Illinois,Republican,17
Hultgren,Randy,H001059,Illinois,Republican,14
Dold,Robert,D000613,Illinois,Republican,10
Walsh,Joe,W000811,Illinois,Republican,8
Labrador,Raul,L000573,Idaho,Republican,1
Woodall,Rob,W000810,Georgia,Republican,7
Rivera,David,R000590,Florida,Republican,25
Adams,Sandy,A000366,Florida,Republican,24
West,Allen,W000807,Florida,Republican,22
Ross,Dennis,R000593,Florida,Republican,15
Nugent,Richard,N000185,Florida,Republican,11
Southerland,Steve,S001186,Florida,Republican,2
Carney,John,C001083,Delaware,Democratic,
Gardner,Cory,G000562,Colorado,Republican,
Tipton,Scott,T000470,Colorado,Republican,3
Denham,Jeff,D000612,California,Republican,10
Quayle,Benjamin,Q000024,Arizona,Republican,3
Griffin,Tim,G000567,Arkansas,Republican,2
Roby,Martha,R000591,Alabama,Republican,2
Kirk,Paul,K000374,Massachusetts,Democratic,
Salazar,Ken,S001163,Colorado,Democratic,
Clinton,Hillary,C001041,New York,Democratic,
Richardson,Laura,R000581,California,Democratic,37
Broun,Paul,B001262,Georgia,Republican,10
Meehan,Martin,M000627,Massachusetts,Democratic,5
Kagen,Steve,K000365,Wisconsin,Democratic,8
Davis,David,D000606,Tennessee,Republican,1
Carney,Christopher,C001065,Pennsylvania,Democratic,10
Murphy,Patrick,M001168,Pennsylvania,Democratic,8
Sestak,Joe,S001169,Pennsylvania,Democratic,7
Altmire,Jason,A000362,Pennsylvania,Democratic,4
Fallin,Mary,F000453,Oklahoma,Republican,5
Space,Zachary,S001173,Ohio,Democratic,18
Sutton,Betty,S001174,Ohio,Democratic,13
Wilson,Charles,W000801,Ohio,Democratic,6
Arcuri,Michael,A000363,New York,Democratic,24
Hall,John,H001039,New York,Democratic,19
Heller,Dean,H001041,Nevada,Republican,
Hodes,Paul,H001043,New Hampshire,Democratic,2
Shea-Porter,Carol,S001170,New Hampshire,Democratic,1
Shuler,Heath,S001171,North Carolina,Democratic,11
Bachmann,Michele,B001256,Minnesota,Republican,6
Ellison,Keith,E000288,Minnesota,Democratic,5
Walz,Timothy,W000799,Minnesota,Democratic,1
Boyda,Nancy,B001258,Kansas,Democratic,2
Ellsworth,Brad,E000289,Indiana,Democratic,8
Donnelly,Joe,D000607,Indiana,Democratic,
Hare,Phil,H001040,Illinois,Democratic,17
Roskam,Peter,R000580,Illinois,Republican,6
Sali,Bill,S001167,Idaho,Republican,1
Loebsack,David,L000565,Iowa,Democratic,2
Braley,Bruce,B001259,Iowa,Democratic,1
Klein,Ron,K000366,Florida,Democratic,22
Mahoney,Tim,M001164,Florida,Democratic,16
Giffords,Gabrielle,G000554,Arizona,Democratic,8
Mitchell,Harry,M001167,Arizona,Democratic,5
Solis,Hilda,S001153,California,Democratic,32
